,atom_stereo_count,bond_stereo_count,charge,complexity,covalent_unit_count,defined_atom_stereo_count,exact_mass,h_bond_acceptor_count,h_bond_donor_count,heavy_atom_count,isotope_atom_count,molecular_weight,monoisotopic_mass,rotatable_bond_count,tpsa,xlogp
735,1.0,0.0,0.0,960.0,1.0,0.0,617.315,4.0,1.0,47.0,0.0,617.797,617.315,9.0,56.9,8.2
736,0.0,0.0,0.0,868.0,1.0,0.0,544.257,8.0,8.0,40.0,0.0,544.648,544.257,5.0,169.0,6.4
737,0.0,0.0,0.0,532.0,1.0,0.0,400.228,2.0,1.0,28.0,0.0,400.991,400.228,5.0,32.3,5.4
738,2.0,0.0,0.0,827.0,1.0,2.0,533.21,7.0,5.0,38.0,0.0,533.647,533.21,11.0,177.0,0.5
739,1.0,0.0,0.0,641.0,1.0,0.0,404.107,4.0,1.0,27.0,0.0,404.913,404.107,7.0,82.5,3.5
740,0.0,2.0,0.0,468.0,2.0,0.0,401.159,8.0,4.0,29.0,0.0,401.419,401.159,9.0,145.0,
741,8.0,0.0,0.0,1850.0,1.0,8.0,989.41,14.0,11.0,68.0,0.0,990.162,989.41,9.0,410.0,-2.2
742,2.0,0.0,0.0,628.0,1.0,2.0,401.103,6.0,3.0,28.0,0.0,401.843,401.103,2.0,90.2,3.3
743,7.0,1.0,0.0,755.0,1.0,7.0,418.272,5.0,2.0,30.0,0.0,418.574,418.272,6.0,83.8,3.7
744,0.0,0.0,0.0,175.0,1.0,0.0,147.017,5.0,3.0,10.0,0.0,147.086,147.017,3.0,104.0,-0.9
745,6.0,2.0,0.0,1240.0,1.0,6.0,782.374,12.0,6.0,56.0,0.0,782.888,782.374,23.0,228.0,2.4
746,1.0,0.0,0.0,278.0,1.0,0.0,301.108,5.0,2.0,20.0,0.0,301.767,301.108,10.0,67.8,1.7
747,0.0,1.0,0.0,695.0,1.0,0.0,384.209,2.0,1.0,29.0,0.0,384.519,384.209,5.0,37.3,7.1
748,0.0,0.0,0.0,564.0,1.0,0.0,377.21,3.0,1.0,28.0,0.0,377.488,377.21,5.0,66.6,2.5
749,0.0,0.0,0.0,218.0,1.0,0.0,209.105,4.0,3.0,15.0,0.0,209.245,209.105,4.0,69.6,1.3
750,4.0,0.0,0.0,299.0,1.0,4.0,276.025,10.0,7.0,17.0,0.0,276.134,276.025,7.0,185.0,-4.5
751,2.0,0.0,0.0,245.0,2.0,2.0,299.165,3.0,3.0,20.0,0.0,299.839,299.165,5.0,55.5,
752,0.0,0.0,0.0,130.0,1.0,0.0,196.959,2.0,1.0,10.0,0.0,198.023,196.959,0.0,41.6,1.0
753,1.0,0.0,0.0,56.0,1.0,0.0,101.084,2.0,2.0,7.0,0.0,101.149,101.084,0.0,32.3,-0.3
754,1.0,0.0,0.0,578.0,1.0,1.0,383.086,9.0,2.0,26.0,0.0,383.374,383.086,6.0,118.0,2.9
755,3.0,0.0,0.0,780.0,1.0,3.0,510.23,7.0,0.0,36.0,0.0,510.653,510.23,4.0,107.0,4.1
756,0.0,0.0,0.0,572.0,1.0,0.0,415.176,8.0,2.0,31.0,0.0,415.457,415.176,8.0,119.0,4.0
757,3.0,2.0,0.0,531.0,2.0,0.0,412.257,8.0,4.0,29.0,0.0,412.527,412.257,8.0,128.0,
758,1.0,0.0,0.0,370.0,1.0,0.0,287.211,5.0,2.0,21.0,0.0,287.411,287.211,2.0,67.1,2.0
759,2.0,0.0,0.0,846.0,1.0,2.0,493.171,8.0,1.0,33.0,0.0,493.637,493.171,8.0,113.0,2.3
760,2.0,0.0,0.0,497.0,1.0,0.0,417.23,4.0,1.0,31.0,0.0,417.549,417.23,9.0,39.7,5.5
761,10.0,0.0,0.0,1900.0,1.0,10.0,1061.446,15.0,13.0,74.0,0.0,1062.272,1061.446,17.0,417.0,0.4
762,2.0,0.0,0.0,961.0,1.0,2.0,587.29,5.0,3.0,44.0,0.0,587.724,587.29,8.0,114.0,4.7
763,4.0,0.0,0.0,713.0,1.0,4.0,308.178,2.0,1.0,23.0,0.0,308.421,308.178,2.0,37.3,2.2
764,7.0,0.0,0.0,1930.0,1.0,7.0,1065.424,18.0,13.0,73.0,0.0,1066.131,1065.424,33.0,440.0,-2.4
765,0.0,0.0,0.0,763.0,1.0,0.0,486.082,6.0,2.0,33.0,0.0,486.942,486.082,8.0,96.8,4.6
766,8.0,1.0,0.0,1290.0,1.0,8.0,628.252,12.0,2.0,45.0,0.0,628.671,628.252,12.0,172.0,2.2
767,8.0,0.0,0.0,891.0,1.0,4.0,600.197,12.0,4.0,42.0,0.0,600.642,600.197,7.0,177.0,2.0
768,0.0,0.0,0.0,1680.0,1.0,0.0,959.475,15.0,4.0,69.0,0.0,960.099,959.475,28.0,264.0,1.2
769,0.0,0.0,0.0,229.0,1.0,0.0,277.135,2.0,2.0,19.0,0.0,277.796,277.135,8.0,40.7,3.1
770,2.0,0.0,0.0,652.0,1.0,2.0,402.215,5.0,1.0,29.0,0.0,402.491,402.215,7.0,84.9,3.0
771,0.0,0.0,0.0,1020.0,3.0,0.0,734.223,5.0,0.0,44.0,0.0,734.618,732.225,13.0,57.7,
772,13.0,0.0,0.0,3070.0,1.0,13.0,1475.752,22.0,19.0,105.0,0.0,1476.659,1475.752,45.0,623.0,-9.0
773,0.0,0.0,0.0,572.0,2.0,0.0,674.527,6.0,5.0,47.0,0.0,675.484,674.527,33.0,66.6,
774,0.0,0.0,0.0,76.8,1.0,0.0,171.964,2.0,1.0,8.0,0.0,173.013,171.964,0.0,38.9,1.5
775,1.0,0.0,0.0,695.0,1.0,0.0,439.06,7.0,4.0,29.0,0.0,439.867,439.06,8.0,164.0,1.3
776,0.0,0.0,0.0,487.0,1.0,0.0,388.119,5.0,2.0,27.0,0.0,388.848,388.119,8.0,88.5,4.0
777,0.0,0.0,0.0,499.0,1.0,0.0,358.144,6.0,1.0,26.0,0.0,358.373,358.144,3.0,81.4,2.6
778,0.0,0.0,0.0,222.0,1.0,0.0,195.009,2.0,2.0,13.0,0.0,195.602,195.009,1.0,53.1,2.9
779,1.0,0.0,0.0,871.0,1.0,0.0,546.203,6.0,0.0,39.0,0.0,547.052,546.203,8.0,74.7,4.8
780,2.0,0.0,0.0,544.0,1.0,2.0,338.211,2.0,2.0,25.0,0.0,338.455,338.211,3.0,51.4,2.7
781,2.0,0.0,0.0,839.0,1.0,2.0,526.202,8.0,2.0,39.0,0.0,526.568,526.202,7.0,105.0,2.0
782,1.0,0.0,0.0,658.0,1.0,1.0,466.182,7.0,1.0,34.0,0.0,466.489,466.182,8.0,78.3,4.6
783,0.0,0.0,0.0,628.0,2.0,0.0,479.184,8.0,3.0,34.0,0.0,479.969,479.184,8.0,121.0,
784,7.0,0.0,0.0,1950.0,1.0,7.0,1053.576,12.0,11.0,76.0,0.0,1054.264,1053.576,31.0,381.0,0.4
785,0.0,0.0,0.0,795.0,1.0,0.0,500.265,9.0,2.0,37.0,0.0,500.607,500.265,7.0,101.0,3.1
786,1.0,0.0,0.0,909.0,1.0,1.0,573.127,8.0,3.0,38.0,0.0,574.111,573.127,9.0,151.0,4.6
787,4.0,0.0,0.0,2540.0,1.0,4.0,1149.33,18.0,12.0,81.0,0.0,1150.123,1149.33,26.0,439.0,1.3
788,0.0,1.0,0.0,242.0,1.0,0.0,189.079,3.0,1.0,14.0,0.0,189.214,189.079,2.0,38.3,1.9
789,3.0,0.0,0.0,623.0,1.0,3.0,493.24,5.0,2.0,35.0,0.0,493.666,493.24,14.0,109.0,6.0
790,2.0,0.0,0.0,595.0,1.0,2.0,436.188,5.0,2.0,30.0,0.0,436.937,436.188,9.0,104.0,2.0
791,3.0,0.0,0.0,732.0,1.0,3.0,467.242,6.0,3.0,34.0,0.0,467.566,467.242,7.0,110.0,0.8
792,5.0,0.0,0.0,555.0,1.0,5.0,354.194,4.0,2.0,26.0,0.0,354.45,354.194,2.0,65.6,2.9
793,5.0,0.0,0.0,555.0,1.0,5.0,354.194,4.0,2.0,26.0,0.0,354.45,354.194,2.0,65.6,2.9
794,5.0,0.0,0.0,555.0,1.0,5.0,354.194,4.0,2.0,26.0,0.0,354.45,354.194,2.0,65.6,2.9
795,15.0,0.0,0.0,2190.0,1.0,8.0,1081.366,20.0,10.0,75.0,0.0,1082.203,1081.366,17.0,350.0,-3.6
796,3.0,1.0,0.0,776.0,1.0,3.0,501.357,5.0,2.0,36.0,0.0,501.712,501.357,13.0,87.7,5.5
797,1.0,0.0,0.0,310.0,1.0,1.0,316.157,8.0,2.0,21.0,0.0,316.42,316.157,7.0,108.0,1.8
798,1.0,0.0,0.0,310.0,1.0,1.0,316.157,8.0,2.0,21.0,0.0,316.42,316.157,7.0,108.0,1.8
799,1.0,0.0,0.0,310.0,1.0,0.0,316.157,8.0,2.0,21.0,0.0,316.42,316.157,7.0,108.0,1.8
800,11.0,0.0,0.0,3250.0,1.0,11.0,1605.79,18.0,16.0,115.0,0.0,1607.32,1605.79,45.0,501.0,2.4
801,0.0,0.0,0.0,210.0,1.0,0.0,215.167,1.0,1.0,16.0,0.0,215.34,215.167,4.0,12.0,3.5
802,0.0,0.0,0.0,381.0,1.0,0.0,406.992,4.0,0.0,24.0,0.0,408.676,406.992,6.0,44.5,4.6
803,0.0,1.0,0.0,499.0,1.0,0.0,375.217,6.0,2.0,28.0,0.0,375.48,375.217,5.0,73.0,3.7
804,1.0,1.0,0.0,878.0,1.0,1.0,583.238,11.0,2.0,41.0,0.0,583.579,583.238,9.0,73.0,5.0
805,0.0,0.0,0.0,122.0,1.0,0.0,131.073,0.0,0.0,10.0,0.0,131.178,131.073,0.0,4.9,2.7
806,0.0,0.0,0.0,712.0,1.0,0.0,499.258,5.0,2.0,37.0,0.0,499.615,499.258,8.0,80.6,4.8
807,0.0,0.0,0.0,586.0,1.0,0.0,471.325,4.0,1.0,35.0,0.0,471.689,471.325,11.0,37.4,7.3
808,1.0,0.0,0.0,654.0,1.0,0.0,505.273,3.0,2.0,38.0,0.0,505.662,505.273,10.0,51.4,6.0
809,0.0,0.0,0.0,584.0,1.0,0.0,344.083,5.0,2.0,24.0,0.0,344.385,344.083,5.0,92.9,2.2
810,1.0,0.0,0.0,237.0,1.0,1.0,247.194,2.0,1.0,18.0,0.0,247.382,247.194,5.0,23.5,4.1
811,1.0,0.0,0.0,237.0,1.0,0.0,247.194,2.0,1.0,18.0,0.0,247.382,247.194,5.0,23.5,4.1
812,0.0,0.0,0.0,657.0,1.0,0.0,449.222,5.0,1.0,34.0,0.0,449.558,449.222,5.0,64.9,6.7
813,1.0,0.0,0.0,632.0,1.0,0.0,458.207,8.0,3.0,34.0,0.0,458.522,458.207,10.0,128.0,3.2
814,0.0,0.0,0.0,1520.0,1.0,0.0,764.324,10.0,2.0,55.0,0.0,764.704,764.324,13.0,134.0,
815,0.0,0.0,0.0,494.0,1.0,0.0,345.184,2.0,0.0,26.0,0.0,345.446,345.184,4.0,38.1,3.7
816,4.0,0.0,0.0,1140.0,1.0,4.0,570.227,4.0,1.0,43.0,0.0,570.649,570.227,3.0,77.7,4.8
817,1.0,0.0,0.0,735.0,1.0,0.0,447.987,6.0,1.0,28.0,0.0,449.208,447.987,2.0,83.6,2.1
818,11.0,0.0,0.0,3010.0,1.0,11.0,1529.752,21.0,18.0,107.0,0.0,1530.871,1529.752,41.0,505.0,-1.9
819,0.0,0.0,0.0,235.0,1.0,0.0,222.116,1.0,1.0,17.0,0.0,222.291,222.116,3.0,28.7,3.5
820,1.0,0.0,0.0,306.0,2.0,0.0,318.097,4.0,1.0,20.0,0.0,318.835,318.097,5.0,48.8,
821,0.0,0.0,0.0,873.0,1.0,0.0,534.199,9.0,1.0,39.0,0.0,534.543,534.199,4.0,73.8,4.0
822,1.0,0.0,0.0,312.0,1.0,0.0,274.132,4.0,3.0,20.0,0.0,274.32,274.132,7.0,84.6,1.1
823,0.0,1.0,0.0,325.0,1.0,0.0,361.008,2.0,2.0,19.0,0.0,361.186,361.008,2.0,54.7,3.8
824,1.0,0.0,0.0,210.0,1.0,0.0,235.088,6.0,3.0,15.0,0.0,235.298,235.088,9.0,126.0,-1.7
825,0.0,1.0,0.0,489.0,2.0,0.0,442.21,8.0,2.0,32.0,0.0,442.512,442.21,8.0,109.0,
826,0.0,0.0,0.0,339.0,1.0,0.0,277.19,3.0,3.0,20.0,0.0,277.372,277.19,6.0,96.2,2.0
827,14.0,0.0,0.0,4070.0,1.0,14.0,1889.917,28.0,26.0,135.0,0.0,1891.081,1889.917,58.0,792.0,-10.1
828,13.0,0.0,0.0,3200.0,1.0,13.0,1503.758,22.0,20.0,107.0,0.0,1504.673,1503.758,45.0,662.0,-7.7
829,1.0,0.0,0.0,595.0,1.0,1.0,447.094,4.0,0.0,29.0,0.0,448.406,447.094,7.0,68.0,6.0
830,0.0,0.0,0.0,179.0,1.0,0.0,190.147,2.0,0.0,14.0,0.0,190.29,190.147,3.0,6.5,2.1
831,0.0,0.0,0.0,99.8,1.0,0.0,136.052,2.0,0.0,10.0,0.0,136.15,136.052,0.0,18.5,2.0
832,8.0,0.0,0.0,796.0,1.0,4.0,576.128,12.0,4.0,38.0,0.0,576.705,576.128,7.0,233.0,1.2
833,1.0,0.0,0.0,472.0,1.0,1.0,418.992,4.0,1.0,25.0,0.0,420.687,418.992,4.0,59.4,5.0
834,0.0,4.0,0.0,548.0,1.0,0.0,308.178,2.0,1.0,23.0,0.0,308.421,308.178,4.0,37.3,5.9
835,0.0,0.0,0.0,358.0,1.0,0.0,297.111,6.0,2.0,22.0,0.0,297.314,297.111,4.0,76.5,3.0
836,0.0,0.0,0.0,351.0,1.0,0.0,337.217,4.0,2.0,24.0,0.0,337.439,337.217,9.0,53.6,2.3
837,1.0,0.0,0.0,479.0,1.0,0.0,360.139,1.0,2.0,26.0,0.0,360.885,360.139,5.0,27.8,5.7
838,0.0,0.0,0.0,376.0,1.0,0.0,330.054,4.0,1.0,21.0,0.0,331.193,330.054,3.0,58.6,3.2
839,3.0,0.0,0.0,788.0,1.0,3.0,436.247,5.0,1.0,32.0,0.0,436.556,436.247,3.0,65.1,2.2
840,0.0,0.0,0.0,346.0,1.0,0.0,220.037,5.0,2.0,16.0,0.0,220.18,220.037,2.0,83.8,1.0
841,6.0,2.0,0.0,851.0,1.0,6.0,552.26,7.0,4.0,38.0,0.0,553.093,552.26,4.0,140.0,3.8
842,2.0,0.0,0.0,660.0,1.0,2.0,424.211,5.0,4.0,31.0,0.0,424.501,424.211,6.0,139.0,1.0
843,15.0,0.0,0.0,1930.0,5.0,14.0,1167.08,29.0,9.0,72.0,0.0,1168.02,1167.08,22.0,544.0,
844,0.0,0.0,0.0,492.0,1.0,0.0,554.456,6.0,4.0,40.0,0.0,554.864,554.456,27.0,66.6,5.7
845,8.0,1.0,0.0,3210.0,1.0,8.0,1490.643,21.0,12.0,106.0,0.0,1491.679,1490.643,15.0,488.0,3.0
846,1.0,0.0,0.0,129.0,1.0,0.0,189.173,3.0,2.0,13.0,0.0,189.299,189.173,6.0,41.5,0.8
847,2.0,0.0,0.0,398.0,1.0,2.0,359.173,6.0,2.0,26.0,0.0,359.422,359.173,8.0,69.2,2.8
848,2.0,0.0,0.0,398.0,1.0,2.0,359.173,6.0,2.0,26.0,0.0,359.422,359.173,8.0,69.2,2.8
849,0.0,0.0,0.0,725.0,1.0,0.0,414.14,4.0,1.0,30.0,0.0,414.523,414.14,7.0,76.0,6.0
850,0.0,1.0,0.0,543.0,1.0,0.0,294.162,2.0,1.0,22.0,0.0,294.394,294.162,3.0,37.3,5.0
851,1.0,0.0,0.0,761.0,1.0,1.0,529.322,6.0,2.0,39.0,0.0,529.704,529.322,8.0,50.8,3.7
852,1.0,0.0,0.0,432.0,1.0,1.0,322.072,5.0,3.0,22.0,0.0,322.745,322.072,4.0,99.5,3.8
853,1.0,0.0,0.0,432.0,1.0,1.0,322.072,5.0,3.0,22.0,0.0,322.745,322.072,4.0,99.5,3.8
854,0.0,0.0,0.0,738.0,1.0,0.0,519.257,10.0,2.0,37.0,0.0,519.573,519.257,9.0,87.6,4.1
855,3.0,0.0,0.0,639.0,1.0,3.0,416.17,8.0,4.0,30.0,0.0,416.434,416.17,7.0,159.0,-1.8
856,1.0,0.0,0.0,1300.0,2.0,1.0,848.235,15.0,4.0,56.0,0.0,849.745,848.235,12.0,216.0,
857,0.0,0.0,0.0,407.0,1.0,0.0,317.082,3.0,3.0,22.0,0.0,317.769,317.082,3.0,69.6,3.5
858,0.0,0.0,0.0,185.0,1.0,0.0,231.033,3.0,1.0,14.0,0.0,232.108,231.033,1.0,28.2,1.9
859,0.0,0.0,0.0,450.0,1.0,0.0,296.105,4.0,2.0,22.0,0.0,296.322,296.105,2.0,66.8,3.2
860,2.0,2.0,0.0,624.0,1.0,2.0,352.24,2.0,1.0,26.0,0.0,352.518,352.24,4.0,37.3,7.3
861,2.0,2.0,0.0,624.0,1.0,2.0,352.24,2.0,1.0,26.0,0.0,352.518,352.24,4.0,37.3,7.3
862,2.0,2.0,0.0,624.0,1.0,0.0,352.24,2.0,1.0,26.0,0.0,352.518,352.24,4.0,37.3,7.3
863,2.0,2.0,0.0,624.0,1.0,0.0,352.24,2.0,1.0,26.0,0.0,352.518,352.24,4.0,37.3,7.3
864,8.0,0.0,0.0,1230.0,1.0,6.0,665.125,19.0,8.0,44.0,0.0,665.446,665.125,11.0,318.0,-5.7
865,0.0,0.0,0.0,219.0,1.0,0.0,195.08,2.0,1.0,15.0,0.0,195.225,195.08,1.0,41.6,2.2
866,1.0,0.0,0.0,247.0,1.0,0.0,251.152,4.0,2.0,18.0,0.0,251.326,251.152,7.0,58.6,1.9
867,4.0,0.0,0.0,2220.0,1.0,4.0,1016.278,17.0,11.0,71.0,0.0,1016.973,1016.278,23.0,410.0,0.6
868,4.0,0.0,0.0,1770.0,1.0,2.0,868.427,10.0,7.0,64.0,0.0,869.036,868.427,12.0,233.0,3.8
869,2.0,0.0,0.0,356.0,1.0,2.0,287.211,5.0,1.0,21.0,0.0,287.411,287.211,2.0,58.3,2.1
870,0.0,0.0,0.0,331.0,1.0,0.0,281.072,5.0,1.0,19.0,0.0,281.326,281.072,4.0,92.1,1.1
871,1.0,0.0,0.0,564.0,1.0,0.0,465.188,9.0,3.0,33.0,0.0,465.473,465.188,11.0,88.6,3.4
872,1.0,0.0,0.0,237.0,2.0,0.0,252.067,3.0,2.0,17.0,0.0,252.698,252.067,2.0,47.1,
873,8.0,0.0,0.0,1570.0,1.0,8.0,884.487,13.0,12.0,63.0,0.0,885.037,884.487,25.0,363.0,-2.8
874,1.0,0.0,0.0,369.0,1.0,1.0,343.178,5.0,1.0,25.0,0.0,343.423,343.178,8.0,49.0,3.4
875,0.0,0.0,0.0,557.0,1.0,0.0,470.132,4.0,2.0,30.0,0.0,471.399,470.132,7.0,60.6,4.3
876,5.0,0.0,0.0,312.0,1.0,5.0,303.125,7.0,3.0,20.0,0.0,303.377,303.125,5.0,126.0,0.0
877,5.0,0.0,0.0,312.0,1.0,0.0,303.125,7.0,3.0,20.0,0.0,303.377,303.125,5.0,126.0,0.0
878,1.0,0.0,0.0,456.0,1.0,1.0,358.179,4.0,2.0,27.0,0.0,358.445,358.179,6.0,76.8,3.6
879,0.0,0.0,0.0,554.0,1.0,0.0,324.1,5.0,3.0,24.0,0.0,324.332,324.1,2.0,87.0,4.5
880,0.0,0.0,0.0,625.0,1.0,0.0,420.01,4.0,1.0,27.0,0.0,421.292,420.01,4.0,84.5,3.8
881,2.0,0.0,0.0,688.0,1.0,2.0,430.294,5.0,1.0,31.0,0.0,430.593,430.294,8.0,85.7,2.2
882,0.0,2.0,0.0,550.0,3.0,0.0,588.052,8.0,4.0,33.0,0.0,588.301,586.054,12.0,131.0,
883,2.0,1.0,0.0,767.0,1.0,2.0,481.168,10.0,3.0,33.0,0.0,481.539,481.168,10.0,149.0,1.6
884,0.0,0.0,0.0,382.0,1.0,0.0,300.122,5.0,2.0,22.0,0.0,300.318,300.122,6.0,93.0,1.7
885,0.0,0.0,0.0,744.0,1.0,0.0,508.066,15.0,3.0,33.0,0.0,508.264,508.066,9.0,78.4,4.8
886,2.0,0.0,0.0,275.0,2.0,2.0,305.155,2.0,3.0,21.0,0.0,305.846,305.155,4.0,46.2,
887,0.0,0.0,0.0,445.0,1.0,0.0,381.242,3.0,2.0,28.0,0.0,381.52,381.242,8.0,53.6,3.9
888,7.0,0.0,0.0,1740.0,1.0,7.0,960.555,11.0,12.0,69.0,0.0,961.179,960.555,26.0,342.0,1.2
889,14.0,0.0,0.0,4170.0,1.0,14.0,1954.803,31.0,25.0,136.0,0.0,1956.103,1954.803,54.0,710.0,-5.4
890,3.0,1.0,0.0,906.0,1.0,2.0,584.292,8.0,2.0,41.0,0.0,584.772,584.292,14.0,114.0,1.9
891,0.0,0.0,0.0,531.0,1.0,0.0,393.048,8.0,1.0,25.0,0.0,393.415,393.048,4.0,93.8,4.0
892,0.0,0.0,0.0,628.0,1.0,0.0,447.213,7.0,1.0,32.0,0.0,447.502,447.213,6.0,44.8,3.9
893,0.0,0.0,0.0,303.0,1.0,0.0,305.189,2.0,2.0,23.0,0.0,305.425,305.189,7.0,54.7,3.5
894,0.0,0.0,0.0,897.0,1.0,0.0,613.962,6.0,1.0,38.0,0.0,614.29,611.965,8.0,93.7,7.6
895,2.0,0.0,0.0,388.0,1.0,0.0,344.174,5.0,4.0,25.0,0.0,344.411,344.174,8.0,90.8,1.8
896,1.0,0.0,0.0,553.0,1.0,0.0,471.273,6.0,4.0,34.0,0.0,471.598,471.273,14.0,101.0,3.0
897,0.0,0.0,0.0,953.0,1.0,0.0,609.026,7.0,3.0,41.0,0.0,610.828,609.026,8.0,135.0,6.7
898,1.0,0.0,0.0,301.0,1.0,0.0,309.194,5.0,2.0,22.0,0.0,309.406,309.194,11.0,67.8,2.2
899,0.0,0.0,0.0,647.0,1.0,0.0,444.227,6.0,2.0,33.0,0.0,444.539,444.227,8.0,110.0,5.1
900,0.0,0.0,0.0,1280.0,1.0,0.0,745.258,8.0,3.0,50.0,0.0,746.749,745.258,13.0,182.0,4.0
901,0.0,0.0,0.0,769.0,1.0,0.0,438.092,4.0,2.0,30.0,0.0,438.93,438.092,6.0,120.0,4.4
902,8.0,0.0,0.0,1030.0,1.0,7.0,504.272,8.0,3.0,36.0,0.0,504.62,504.272,9.0,130.0,2.0
903,8.0,0.0,0.0,1030.0,1.0,8.0,504.272,8.0,3.0,36.0,0.0,504.62,504.272,9.0,130.0,2.0
904,8.0,0.0,0.0,2240.0,1.0,8.0,1124.439,18.0,14.0,78.0,0.0,1125.252,1124.439,20.0,529.0,-3.9
905,8.0,0.0,0.0,2240.0,1.0,8.0,1124.439,18.0,14.0,78.0,0.0,1125.252,1124.439,20.0,529.0,-3.9
906,1.0,0.0,0.0,268.0,2.0,0.0,304.163,8.0,4.0,21.0,0.0,304.343,304.163,7.0,128.0,
907,2.0,0.0,0.0,743.0,1.0,2.0,505.198,7.0,5.0,35.0,0.0,505.508,505.198,12.0,154.0,0.9
908,9.0,1.0,0.0,590.0,1.0,9.0,389.293,4.0,0.0,28.0,0.0,389.58,389.293,4.0,38.8,5.4
909,0.0,0.0,0.0,174.0,1.0,0.0,178.091,2.0,2.0,13.0,0.0,178.21,178.091,2.0,41.8,1.9
910,0.0,0.0,0.0,398.0,1.0,0.0,324.095,9.0,3.0,23.0,0.0,324.267,324.095,4.0,99.6,1.0
911,0.0,0.0,0.0,164.0,1.0,0.0,200.131,1.0,1.0,15.0,0.0,200.285,200.131,5.0,28.7,3.2
912,0.0,0.0,0.0,756.0,1.0,0.0,489.249,7.0,1.0,36.0,0.0,489.58,489.249,13.0,117.0,3.8
913,16.0,0.0,0.0,3840.0,1.0,16.0,1768.794,27.0,24.0,126.0,0.0,1769.886,1768.794,54.0,728.0,-3.1
914,9.0,0.0,0.0,1180.0,1.0,9.0,745.145,18.0,11.0,46.0,0.0,745.563,745.145,19.0,346.0,-5.2
915,9.0,0.0,0.0,1180.0,1.0,9.0,745.145,18.0,11.0,46.0,0.0,745.563,745.145,19.0,346.0,-5.2
916,0.0,0.0,0.0,431.0,1.0,0.0,347.083,3.0,2.0,25.0,0.0,347.802,347.083,3.0,61.8,4.2
917,7.0,0.0,0.0,2190.0,1.0,7.0,1116.471,13.0,14.0,82.0,0.0,1117.23,1116.471,26.0,363.0,3.2
918,1.0,0.0,0.0,979.0,1.0,1.0,531.005,8.0,1.0,33.0,0.0,532.012,531.005,7.0,140.0,3.5
919,0.0,0.0,0.0,1040.0,1.0,0.0,618.174,12.0,1.0,45.0,0.0,618.591,618.174,13.0,153.0,4.4
920,0.0,0.0,0.0,432.0,1.0,0.0,258.104,4.0,0.0,17.0,0.0,258.336,258.104,3.0,66.1,-0.1
921,0.0,0.0,0.0,453.0,1.0,0.0,290.039,6.0,2.0,21.0,0.0,290.222,290.039,1.0,66.8,2.3
922,0.0,0.0,0.0,1030.0,1.0,0.0,642.225,8.0,6.0,48.0,0.0,642.704,642.225,7.0,156.0,9.0
923,1.0,0.0,0.0,404.0,1.0,0.0,324.195,3.0,2.0,24.0,0.0,324.428,324.195,8.0,80.4,2.9
924,0.0,0.0,0.0,445.0,1.0,0.0,354.18,7.0,3.0,26.0,0.0,354.414,354.18,9.0,105.0,3.7
925,0.0,0.0,0.0,404.0,1.0,0.0,273.148,3.0,1.0,20.0,0.0,273.336,273.148,2.0,66.6,0.4
926,12.0,0.0,0.0,3030.0,1.0,12.0,1557.609,24.0,19.0,108.0,0.0,1558.807,1557.609,33.0,635.0,-4.4
927,1.0,0.0,0.0,749.0,1.0,1.0,487.272,5.0,1.0,36.0,0.0,487.64,487.272,6.0,68.6,6.8
928,1.0,0.0,0.0,911.0,1.0,1.0,575.106,9.0,3.0,38.0,0.0,576.083,575.106,9.0,160.0,3.3
929,1.0,0.0,0.0,911.0,1.0,1.0,575.106,9.0,3.0,38.0,0.0,576.083,575.106,9.0,160.0,3.3
930,0.0,0.0,0.0,583.0,1.0,0.0,462.078,3.0,1.0,30.0,0.0,463.787,462.078,4.0,50.2,6.3
931,0.0,0.0,0.0,34.5,1.0,0.0,103.046,2.0,1.0,6.0,0.0,103.183,103.046,0.0,37.3,0.2
932,0.0,0.0,0.0,697.0,1.0,0.0,331.078,4.0,0.0,24.0,0.0,331.393,331.078,1.0,81.8,3.0
933,3.0,0.0,0.0,604.0,1.0,2.0,432.148,7.0,4.0,30.0,0.0,432.884,432.148,5.0,116.0,2.7
934,3.0,0.0,0.0,772.0,1.0,3.0,476.279,4.0,3.0,35.0,0.0,476.621,476.279,7.0,90.5,3.6
935,0.0,0.0,0.0,393.0,1.0,0.0,308.164,4.0,1.0,23.0,0.0,308.385,308.164,3.0,66.0,3.0
936,2.0,0.0,0.0,583.0,1.0,1.0,396.205,5.0,2.0,29.0,0.0,396.487,396.205,5.0,81.1,0.6
937,0.0,0.0,0.0,597.0,1.0,0.0,407.221,4.0,1.0,30.0,0.0,407.514,407.221,7.0,75.9,2.8
938,0.0,0.0,0.0,719.0,2.0,0.0,519.229,5.0,1.0,37.0,0.0,520.07,519.229,7.0,45.2,
939,11.0,0.0,0.0,2910.0,1.0,11.0,1489.721,21.0,18.0,104.0,0.0,1490.806,1489.721,42.0,519.0,-2.8
940,2.0,0.0,0.0,577.0,1.0,1.0,386.164,6.0,3.0,28.0,0.0,386.423,386.164,4.0,104.0,0.2
941,1.0,1.0,0.0,349.0,2.0,0.0,362.148,7.0,4.0,26.0,0.0,362.382,362.148,8.0,133.0,
942,0.0,0.0,0.0,533.0,1.0,0.0,399.048,7.0,1.0,25.0,0.0,399.908,399.048,8.0,137.0,3.5
943,0.0,0.0,0.0,705.0,1.0,0.0,480.202,9.0,2.0,36.0,0.0,480.532,480.202,9.0,134.0,4.5
